dataset,model,layer,target,alpha,pearsonr,pearsonr_nc,explained_variance,explained_variance_nc,encoding_rsa,encoding_cka
EEG2,Model A (ResNet),features/layer1-0,occipital_parietal,1000000.0,0.3011738955974579,0.4530783121696545,0.02845717966556549,0.047806801475922395,0.006883102240955761,0.021752022576567442
EEG2,Model A (ResNet),features/layer2-0,occipital_parietal,1000000.0,0.3085811734199524,0.4609306486494274,0.038399577140808105,0.06137893821766835,0.014553990299166904,0.03491079847986651
EEG2,Model A (ResNet),features/layer3-0,occipital_parietal,1000000.0,0.33763232827186584,0.5037375397858102,0.058411747217178345,0.10292156575910302,0.02584102226826112,0.042336803221503676
EEG2,Model A (ResNet),features/layer3-10,occipital_parietal,1000000.0,0.3530552387237549,0.5273338937180787,0.07183965295553207,0.13574277080616126,0.05506058571076965,0.0533961140442746
EEG2,Model A (ResNet),features/layer3-15,occipital_parietal,1000000.0,0.35589784383773804,0.5297143479154949,0.07224075496196747,0.13511478970951632,0.07043861096215254,0.06181367704033982
EEG2,Model A (ResNet),features/layer3-20,occipital_parietal,1000000.0,0.3646620213985443,0.5426508622582757,0.08197682350873947,0.1580241008764421,0.07560698473511708,0.06230708437085373
EEG2,Model A (ResNet),features/layer3-25,occipital_parietal,1000000.0,0.3677327036857605,0.5454834661232799,0.08403746783733368,0.15982151962345467,0.07171222041612232,0.0626986795921483
EEG2,Model A (ResNet),features/layer3-30,occipital_parietal,1000000.0,0.38771653175354004,0.5783544818639088,0.0994265079498291,0.2004473585557902,0.07475898414926374,0.06484005277494305
EEG2,Model A (ResNet),features/layer3-5,occipital_parietal,1000000.0,0.3588263690471649,0.5373424704137153,0.07725780457258224,0.15086548397273408,0.04632325141297415,0.051016120687138455
EEG2,Model A (ResNet),features/layer4-1,occipital_parietal,1000000.0,0.34707775712013245,0.5118484675861978,0.05428138002753258,0.08524308913222567,0.05719275594534575,0.052816431884745954
EEG2,Model B (Qwen3),features/language_model-layers-11,occipital_parietal,1000000.0,0.3923177123069763,0.5876239102637296,0.11220324784517288,0.2382766542051776,0.057708718878907994,0.07857322922559117
EEG2,Model B (Qwen3),features/language_model-layers-16,occipital_parietal,1000000.0,0.39376330375671387,0.5919576243669309,0.1095624566078186,0.23650013784161447,0.07235807044768114,0.0755837419575305
EEG2,Model B (Qwen3),features/language_model-layers-3,occipital_parietal,1000000.0,0.3968088626861572,0.5948297556777137,0.10330087691545486,0.21667258457056923,0.07218216253211526,0.08342206595104967
EEG2,Model B (Qwen3),features/language_model-layers-8,occipital_parietal,1000000.0,0.4063872992992401,0.6099549282734923,0.1148880124092102,0.24479720851211054,0.06449083060150218,0.0811458496734207
EEG2,Model B (Qwen3),features/visual-blocks-10,occipital_parietal,100000.0,0.30443376302719116,0.45014248425893394,-0.08935485035181046,-0.28093909055168687,0.03908460950617887,0.0326076904499042
EEG2,Model B (Qwen3),features/visual-blocks-14,occipital_parietal,100000.0,0.32767921686172485,0.4864375266303984,-0.05106666684150696,-0.1828856904278909,0.0724516674158637,0.04449591656035955
EEG2,Model B (Qwen3),features/visual-blocks-18,occipital_parietal,316227.7660168379,0.33273062109947205,0.4952699843374151,0.03461012989282608,0.04383845728159689,0.05995046154550106,0.04259741591942307
EEG2,Model B (Qwen3),features/visual-blocks-2,occipital_parietal,1000000.0,0.31508174538612366,0.47127831773982354,0.032809436321258545,0.04708444360570334,0.010259794448641517,0.031018801004492703
EEG2,Model B (Qwen3),features/visual-blocks-22,occipital_parietal,316227.7660168379,0.3290223479270935,0.4876660899044302,0.03248055651783943,0.02915767820880763,0.048771549567558733,0.0437951641330437
EEG2,Model B (Qwen3),features/visual-blocks-6,occipital_parietal,316227.7660168379,0.32450032234191895,0.47636030578537586,-0.001777368481270969,-0.07412665315203118,0.03339281108764917,0.04720553823723366
