dataset,model,layer,target,alpha,pearsonr,pearsonr_nc,explained_variance,explained_variance_nc,encoding_rsa,encoding_cka
NSD,Model A (ResNet),features/layer3-0,OPA,100000.0,0.34560134167179285,0.6125816549198194,0.12541856763415074,0.3567970270293654,0.38223710147953444,0.29797327182184397
NSD,Model A (ResNet),features/layer3-0,EBA,100000.0,0.3734892900203537,0.5813482673609504,0.1432035894574558,0.3083439853693174,0.4163543113752458,0.43263469847157715
NSD,Model A (ResNet),features/layer3-10,V1v,100000.0,0.5169883103958056,0.7568452168773561,0.2779861382345151,0.5541269393639833,0.5861271049350346,0.5626378917513779
NSD,Model A (ResNet),features/layer3-10,V2v,100000.0,0.4778691939442279,0.7269790381677724,0.2429244510291551,0.5098549372005025,0.5441848150711993,0.5614072977480217
NSD,Model A (ResNet),features/layer3-10,V3v,100000.0,0.4655960799312547,0.7407555686364095,0.2232044931488197,0.5185141838698907,0.503081909114184,0.48740021875583284
NSD,Model A (ResNet),features/layer3-10,hV4,100000.0,0.4142080493904748,0.7113525223113021,0.17677473120191303,0.47400507748570503,0.4534221261545093,0.41914252614543906
NSD,Model A (ResNet),features/layer3-10,FFA-1,100000.0,0.3604806950976021,0.6553836891116895,0.1353726363367462,0.4009797353133879,0.4310580136761246,0.46265699190471393
NSD,Model A (ResNet),features/layer3-10,VWFA-1,100000.0,0.29752198180317363,0.5248575763354018,0.09238902909614284,0.2557915669074163,0.3615469908029561,0.2242002657312558
NSD,Model A (ResNet),features/layer3-10,PPA,100000.0,0.43390496904171955,0.7700819597287075,0.1954099778916891,0.5703583459488341,0.45007734753875167,0.5212261806925998
NSD,Model A (ResNet),features/layer3-10,OPA,100000.0,0.37521429330815737,0.6671230840077811,0.14795248913678746,0.42844294265765354,0.42898552009521246,0.3416369764772817
NSD,Model A (ResNet),features/layer3-10,EBA,100000.0,0.4119868200202452,0.6431401634117196,0.17581659174973355,0.38506086752047125,0.49111361780965646,0.5085490400897309
NSD,Model A (ResNet),features/layer3-15,V1v,100000.0,0.5144446574181432,0.7531467592565637,0.27500752770544484,0.5479920680854945,0.5805903737796769,0.5631872030064788
NSD,Model A (ResNet),features/layer3-15,V2v,100000.0,0.48042032173570987,0.7310024513666876,0.24575571277285496,0.516175576945856,0.5467703985593901,0.5752537203554883
NSD,Model A (ResNet),features/layer3-15,V3v,100000.0,0.4732958552523181,0.754501059458574,0.23078957711401787,0.5397958063677232,0.5039858045975081,0.5062686555997769
NSD,Model A (ResNet),features/layer3-15,hV4,100000.0,0.4247590871825017,0.7302227192095414,0.18673815315566672,0.5025681833596383,0.46385004267297647,0.43946219224427735
NSD,Model A (ResNet),features/layer3-15,FFA-1,100000.0,0.3871234479244137,0.7043286819527945,0.16042625026216942,0.47605293368558704,0.5183125966453084,0.5331144390584757
NSD,Model A (ResNet),features/layer3-15,VWFA-1,100000.0,0.3265654619060655,0.5775937535664556,0.11195661534646319,0.313898018813345,0.4149661115437831,0.2614681266557978
NSD,Model A (ResNet),features/layer3-15,PPA,100000.0,0.4550733969472754,0.8091136905579254,0.21611664774760145,0.6337240229808095,0.4628902394814805,0.558902134166493
NSD,Model A (ResNet),features/layer3-15,OPA,100000.0,0.3972316852785283,0.7084128932755813,0.16639949937011178,0.48688274011033594,0.45777874049749223,0.373552638212179
NSD,Model A (ResNet),features/layer3-15,EBA,100000.0,0.44567660006048054,0.6976672126577494,0.2115217277370557,0.46682413805925377,0.5844397254567006,0.5758739246068836
NSD,Model A (ResNet),features/layer3-20,V1v,100000.0,0.5091729612514988,0.7451377990020195,0.26935105642893686,0.5361412612247808,0.5711116174033372,0.5630742978729625
NSD,Model A (ResNet),features/layer3-20,V2v,100000.0,0.4777673082138086,0.7275546174773736,0.2432636710621121,0.5116229527542889,0.5402990962631079,0.5733803632137476
NSD,Model A (ResNet),features/layer3-20,V3v,100000.0,0.4731983362481904,0.7545164614257187,0.2315947024776677,0.541465888971357,0.5058334043930016,0.5087808314856002
NSD,Model A (ResNet),features/layer3-20,hV4,100000.0,0.4290113991668528,0.7373706951121924,0.19057021717215797,0.5123172494888757,0.4677359931898509,0.4487144875347489
NSD,Model A (ResNet),features/layer3-20,FFA-1,100000.0,0.38996264834480404,0.7095070874687485,0.16190721702732797,0.481813943683925,0.5275363524206692,0.5344743436344498
NSD,Model A (ResNet),features/layer3-20,VWFA-1,100000.0,0.33284070428480245,0.5891045182855092,0.11608961285445722,0.32753081353375957,0.4225399272731101,0.2652609619264694
NSD,Model A (ResNet),features/layer3-20,PPA,100000.0,0.4644960913129009,0.8266983044425584,0.22482904090262637,0.6615287656761892,0.47497649346300097,0.5800635653560181
NSD,Model A (ResNet),features/layer3-20,OPA,100000.0,0.40525478371651796,0.7228974168910691,0.17359628400337493,0.5089194351486211,0.4641355214978324,0.38878078914462183
NSD,Model A (ResNet),features/layer3-20,EBA,100000.0,0.4513602280733369,0.7073734967535013,0.2157319175432008,0.47877121602821654,0.5909606250052968,0.5812444325637895
NSD,Model A (ResNet),features/layer3-25,V1v,100000.0,0.49745087489975226,0.7266264114051704,0.2572865381658458,0.509427465959962,0.5589823533992465,0.5535605583401505
NSD,Model A (ResNet),features/layer3-25,V2v,100000.0,0.4682543328704323,0.7119531309157193,0.23301726806862885,0.48821919630090976,0.528878667899824,0.5636280094462617
NSD,Model A (ResNet),features/layer3-25,V3v,100000.0,0.46600549345633874,0.7427023088139789,0.2234265285819202,0.5220046645201643,0.49427209033780484,0.5036761776906569
NSD,Model A (ResNet),features/layer3-25,hV4,100000.0,0.4239426029219348,0.7271398834203926,0.18576452436866073,0.4964450975488585,0.45718849333940864,0.4423841884339901
NSD,Model A (ResNet),features/layer3-25,FFA-1,100000.0,0.39656199081053645,0.7208584006947106,0.1690953151243161,0.5015238412091899,0.5509344082986071,0.556661953624014
NSD,Model A (ResNet),features/layer3-25,VWFA-1,100000.0,0.33772625370290993,0.5976508054908086,0.12052875235814606,0.3400957030260192,0.44299664367386704,0.27319727804336047
NSD,Model A (ResNet),features/layer3-25,PPA,100000.0,0.4706548496102288,0.8386542735239759,0.22965574207773323,0.6790672217777325,0.4807829242938994,0.5903763145820744
NSD,Model A (ResNet),features/layer3-25,OPA,100000.0,0.4118910748319178,0.73586763716463,0.17807724144850415,0.5256804316140719,0.4677495250196356,0.3963911110647181
NSD,Model A (ResNet),features/layer3-25,EBA,100000.0,0.46250992095567833,0.7250726285147043,0.228035984799273,0.507171099390509,0.6127591171348657,0.6083402252892666
NSD,Model A (ResNet),features/layer3-30,V1v,100000.0,0.4966871442767057,0.7262541536580674,0.25381734496063224,0.5040706278977303,0.5567304322703053,0.5563970675273713
NSD,Model A (ResNet),features/layer3-30,V2v,100000.0,0.46505872820241495,0.707965709232211,0.22774569381220305,0.47887810720013824,0.5223833324567623,0.5591765637697254
NSD,Model A (ResNet),features/layer3-30,V3v,100000.0,0.4638171205199428,0.7409029674690504,0.21898807916132124,0.5154044286000343,0.48924939913730703,0.5016791149035834
NSD,Model A (ResNet),features/layer3-30,hV4,100000.0,0.4244562330521652,0.7285958228563383,0.18346903551218993,0.49264134454128033,0.45675077126869923,0.44391691131217687
NSD,Model A (ResNet),features/layer3-30,FFA-1,100000.0,0.3999736340992839,0.7273409246073954,0.17127262939351567,0.5095937304241034,0.5659048535414003,0.5653879250305395
NSD,Model A (ResNet),features/layer3-30,VWFA-1,100000.0,0.34749915565438017,0.6168962493738266,0.1266876557649893,0.3635561179242282,0.45999776413213705,0.28735562298341105
NSD,Model A (ResNet),features/layer3-30,PPA,100000.0,0.4718481097371523,0.8410822204560937,0.23009804913730048,0.6813324808947654,0.47888248131465144,0.5913729881264672
NSD,Model A (ResNet),features/layer3-30,OPA,100000.0,0.4133864974368162,0.7395470919491818,0.17780784396318122,0.527497017298932,0.46726377248056256,0.39759763261123365
NSD,Model A (ResNet),features/layer3-30,EBA,100000.0,0.46777403606406676,0.7335158474894465,0.2326286755631445,0.5184054836180872,0.6342032369560543,0.6237042326067451
NSD,Model A (ResNet),features/layer3-5,V1v,100000.0,0.5285005053480771,0.7740780963712582,0.29326650120160824,0.5848842578217787,0.5960490453059947,0.5651486069385528
NSD,Model A (ResNet),features/layer3-5,V2v,100000.0,0.48216952413446085,0.7330525967875658,0.24947927298931338,0.5212483903060658,0.5506182324827468,0.5654786609854562
NSD,Model A (ResNet),features/layer3-5,V3v,100000.0,0.4646608046171989,0.7385041858500375,0.22413113300447723,0.5173565765622066,0.5088079993697534,0.4825503069446351
NSD,Model A (ResNet),features/layer3-5,hV4,100000.0,0.41000525392898113,0.7038283834522022,0.17473480223819687,0.4665105178246323,0.45030925226637647,0.4077288159382547
NSD,Model A (ResNet),features/layer3-5,FFA-1,100000.0,0.3387054818857731,0.6136657806084223,0.11922031936893246,0.3461014215862697,0.3929791696788893,0.4147897539407849
NSD,Model A (ResNet),features/layer3-5,VWFA-1,100000.0,0.2793072506958774,0.49193032204530435,0.08066894264254205,0.21952813979077881,0.3278955033460173,0.20117599029518235
NSD,Model A (ResNet),features/layer3-5,PPA,100000.0,0.4153956758086773,0.7366743338011853,0.17883675068800542,0.5200952819450795,0.42127709217781717,0.48390371543151184
NSD,Model A (ResNet),features/layer3-5,OPA,100000.0,0.35314299386513115,0.6260098544316957,0.1320571163239624,0.37639461934500396,0.40509347502307375,0.3039488236284656
NSD,Model A (ResNet),features/layer3-5,EBA,100000.0,0.38895739197427687,0.60536669228266,0.15577118552252578,0.336300516411479,0.43866964485688537,0.46446882310746734
NSD,Model A (ResNet),features/layer4-1,V1v,100000.0,0.44558448799600847,0.6500548189309912,0.21276484187538167,0.41748240026626376,0.4707466878641914,0.5317004064231732
NSD,Model A (ResNet),features/layer4-1,V2v,100000.0,0.41885121027708777,0.6351363057827601,0.19203859393074707,0.3944945640535379,0.4394474568419233,0.5262141291344256
NSD,Model A (ResNet),features/layer4-1,V3v,100000.0,0.42072334367515823,0.6721805346285571,0.18844221412991266,0.43819780061819374,0.4314070767550792,0.46708183629893113
NSD,Model A (ResNet),features/layer4-1,hV4,100000.0,0.39458187104741455,0.6768935219638934,0.1651119492990847,0.43566581119359105,0.4060868727066468,0.4100271262289888
NSD,Model A (ResNet),features/layer4-1,FFA-1,100000.0,0.40695680591147404,0.7427666647221084,0.17964463657639854,0.5364783609436307,0.5841445828785955,0.571718468006726
NSD,Model A (ResNet),features/layer4-1,VWFA-1,100000.0,0.3557753046593834,0.6331106881992457,0.13156080642653192,0.3779465546822298,0.4993639708754807,0.29895096208375943
NSD,Model A (ResNet),features/layer4-1,PPA,100000.0,0.4707635190484259,0.8404801344873728,0.23104368558610877,0.6854040391606208,0.48267136691679907,0.5812604019630971
NSD,Model A (ResNet),features/layer4-1,OPA,100000.0,0.4091090683462297,0.7333565597189887,0.17465057150419006,0.5191543374637926,0.4707235315568522,0.38563089364605585
NSD,Model A (ResNet),features/layer4-1,EBA,100000.0,0.4815502430003703,0.7556771219086993,0.2518420434201276,0.5595246239413876,0.6570332765779558,0.6552464403499833
NSD,Model B (Qwen3),features/language_model-layers-11,V1v,100000.0,0.41656085180480507,0.6059375480143565,0.1839708695953843,0.3578336059780808,0.41605024985986466,0.4149738243147199
NSD,Model B (Qwen3),features/language_model-layers-11,V2v,100000.0,0.41752605085125355,0.6299235047708314,0.18983435214884448,0.3845066508332173,0.46996622790885917,0.4769046318028486
NSD,Model B (Qwen3),features/language_model-layers-11,V3v,100000.0,0.42973386611792364,0.6840649443477439,0.19613557882876073,0.4516809499526327,0.4772884178735702,0.4419068848636013
NSD,Model B (Qwen3),features/language_model-layers-11,hV4,100000.0,0.4011669238274974,0.6855138502180977,0.17118007145154832,0.44685829067004745,0.4462075449543277,0.40256794597728895
NSD,Model B (Qwen3),features/language_model-layers-11,FFA-1,100000.0,0.41895318781045754,0.7614293153965355,0.18938636128614636,0.5592924587154081,0.6401283474947214,0.6190561106252715
NSD,Model B (Qwen3),features/language_model-layers-11,VWFA-1,100000.0,0.36486814445077803,0.6442374738517622,0.14158764323644424,0.3975468418562719,0.5139955142171947,0.3372458502841531
NSD,Model B (Qwen3),features/language_model-layers-11,PPA,100000.0,0.47411677296869664,0.8453071716660157,0.23403766856056932,0.6921719928377056,0.5042035222370342,0.5894528851930355
NSD,Model B (Qwen3),features/language_model-layers-11,OPA,100000.0,0.41227106782072687,0.7357010238539426,0.17862640738494387,0.5222279087605349,0.5104604798983127,0.39676092073634245
NSD,Model B (Qwen3),features/language_model-layers-11,EBA,100000.0,0.487871044068048,0.7641188503157624,0.25698590946011,0.5686277477147843,0.7134959949037591,0.666924703039198
NSD,Model B (Qwen3),features/language_model-layers-16,V1v,100000.0,0.4129890003668589,0.6015663607437902,0.18003821341920567,0.35200950859437324,0.4085950483138453,0.4141394239932685
NSD,Model B (Qwen3),features/language_model-layers-16,V2v,100000.0,0.4130980839359326,0.6245812178656295,0.18503507470139594,0.3781038906517033,0.4674428626532212,0.4678674319367724
NSD,Model B (Qwen3),features/language_model-layers-16,V3v,100000.0,0.4240267200440798,0.6763136868873459,0.19069987056947077,0.44178794458581233,0.47231033467265304,0.43669830409400184
NSD,Model B (Qwen3),features/language_model-layers-16,hV4,100000.0,0.39885218678373535,0.6823370500297409,0.16857871713463465,0.4422265709466156,0.43660102061941736,0.4034439266331135
NSD,Model B (Qwen3),features/language_model-layers-16,FFA-1,100000.0,0.42047846842942477,0.7656702641262314,0.18964121363324812,0.5650865193223674,0.6415277127698543,0.6100113597664293
NSD,Model B (Qwen3),features/language_model-layers-16,VWFA-1,100000.0,0.3702334428036973,0.6543473470358352,0.1452835148014992,0.4116354516348943,0.5168689499970359,0.34873975495166676
NSD,Model B (Qwen3),features/language_model-layers-16,PPA,100000.0,0.4760343607000565,0.8497367733720169,0.23481113284800795,0.6981934966833829,0.5021190820779194,0.5898192174725264
NSD,Model B (Qwen3),features/language_model-layers-16,OPA,100000.0,0.4198316270168387,0.749630138804771,0.18380119132817296,0.5400559537876254,0.5110372305767164,0.41154409340241327
NSD,Model B (Qwen3),features/language_model-layers-16,EBA,100000.0,0.4876437111171539,0.7644383571066454,0.2559574973699052,0.5686287238986278,0.7130244545564602,0.6568145258641059
NSD,Model B (Qwen3),features/language_model-layers-3,V1v,100000.0,0.42415490000067857,0.6181307241119863,0.19140607710628824,0.37436546749734806,0.4219963180998966,0.43175749160039856
NSD,Model B (Qwen3),features/language_model-layers-3,V2v,100000.0,0.42736738135365676,0.6471069215360779,0.1992965590259818,0.4090011818961673,0.4709498420325538,0.49698762365732946
NSD,Model B (Qwen3),features/language_model-layers-3,V3v,100000.0,0.44123139154538077,0.7043624616787679,0.20644760371725948,0.48097389285435405,0.48751301246485307,0.46528476317617207
NSD,Model B (Qwen3),features/language_model-layers-3,hV4,100000.0,0.40689329897450505,0.6959358079829921,0.1762873991004557,0.46154564467225173,0.4627390226677574,0.4098078434631715
NSD,Model B (Qwen3),features/language_model-layers-3,FFA-1,100000.0,0.41851844810864897,0.7606968066539517,0.19050825895786505,0.5615730391269493,0.6420649930774416,0.6136368109702289
NSD,Model B (Qwen3),features/language_model-layers-3,VWFA-1,100000.0,0.36658795106831804,0.6462489228421447,0.14384212755934203,0.40073245731531926,0.5175624955929737,0.33870586741287534
NSD,Model B (Qwen3),features/language_model-layers-3,PPA,100000.0,0.4802906866633964,0.8574358040735739,0.24032858571933416,0.7134476316700353,0.5103502063525841,0.5967543659135527
NSD,Model B (Qwen3),features/language_model-layers-3,OPA,100000.0,0.4169987403897113,0.7446664493154016,0.182909791330708,0.5358014624931147,0.5039200972220524,0.39948414149852896
NSD,Model B (Qwen3),features/language_model-layers-3,EBA,100000.0,0.4946676957741261,0.7754002789520288,0.26471010806562384,0.5874820122868971,0.7201160918638684,0.6734376785802746
NSD,Model B (Qwen3),features/language_model-layers-8,V1v,100000.0,0.42414682715747914,0.6183115352710876,0.1905638389722479,0.3731177139672479,0.42009638797202065,0.4269726768473638
NSD,Model B (Qwen3),features/language_model-layers-8,V2v,100000.0,0.4260144720947644,0.6446709091697742,0.19758142004536838,0.4044435251633876,0.47394429382785386,0.49194892534554724
NSD,Model B (Qwen3),features/language_model-layers-8,V3v,100000.0,0.4373136949376813,0.6969197530480784,0.20301860534265043,0.46977166438055884,0.48539926061704763,0.45724450247913084
NSD,Model B (Qwen3),features/language_model-layers-8,hV4,100000.0,0.40579977631224007,0.6935486650791831,0.17503993691222042,0.45690966080014994,0.4586430032720857,0.40982382796758643
NSD,Model B (Qwen3),features/language_model-layers-8,FFA-1,100000.0,0.41866427670366435,0.7611281380566853,0.19017900099777502,0.5611317704938928,0.6427609589716394,0.6156181973495178
NSD,Model B (Qwen3),features/language_model-layers-8,VWFA-1,100000.0,0.3668596982233424,0.6473070601925789,0.14335287370464112,0.4007813257640418,0.5146434946030632,0.3393686453435432
NSD,Model B (Qwen3),features/language_model-layers-8,PPA,100000.0,0.47781368068221397,0.852179842325868,0.2379618348155748,0.7042936698913114,0.5092257109361346,0.5935401551099546
NSD,Model B (Qwen3),features/language_model-layers-8,OPA,100000.0,0.41642314757447607,0.7429611875770176,0.18233176867954673,0.5325919655631163,0.5044563325720139,0.4020209638975659
NSD,Model B (Qwen3),features/language_model-layers-8,EBA,100000.0,0.49345097932483656,0.7735832562086578,0.26318926981674684,0.5842890565777269,0.719795559299481,0.6736351774116384
NSD,Model B (Qwen3),features/visual-blocks-10,V1v,100000.0,0.4726558321758311,0.687148667512293,0.24039550360712422,0.4674607168260261,0.5273506412441843,0.532099688530765
NSD,Model B (Qwen3),features/visual-blocks-10,V2v,100000.0,0.4251471620015583,0.6411712020371444,0.196733733876504,0.3995293371024644,0.479180376571843,0.5174210658536987
NSD,Model B (Qwen3),features/visual-blocks-10,V3v,100000.0,0.4173137064373507,0.6620242755913037,0.18155330178166884,0.4152884499403176,0.4559726044045452,0.4448775606679025
NSD,Model B (Qwen3),features/visual-blocks-10,hV4,100000.0,0.3729956983860136,0.6358029428732106,0.14366780416802163,0.3745517993907033,0.39215059960439513,0.3928101422532483
NSD,Model B (Qwen3),features/visual-blocks-10,FFA-1,100000.0,0.33586051578986875,0.604458113660423,0.11217976440793782,0.3217621318615193,0.4919006313181044,0.4527147503536195
NSD,Model B (Qwen3),features/visual-blocks-10,VWFA-1,100000.0,0.2721354649687747,0.4768703178047599,0.0757108968518103,0.20139075790609856,0.3831462928257879,0.22102399888005364
NSD,Model B (Qwen3),features/visual-blocks-10,PPA,100000.0,0.41531446453319254,0.73432041794831,0.17316497065134034,0.5016293056992595,0.4476235226971588,0.5034616079833482
NSD,Model B (Qwen3),features/visual-blocks-10,OPA,100000.0,0.34655514465736154,0.6127023428964873,0.12474494349676071,0.35280636729845855,0.42666398238238146,0.3225345130777332
NSD,Model B (Qwen3),features/visual-blocks-10,EBA,100000.0,0.37544695354339663,0.5792275989431762,0.14185306586123578,0.29826429049225006,0.5233997578549111,0.4717649761422364
NSD,Model B (Qwen3),features/visual-blocks-14,V1v,100000.0,0.43994916455656036,0.6382875809038867,0.20812521849358792,0.4020655878740617,0.48356133117734706,0.49303230306221973
NSD,Model B (Qwen3),features/visual-blocks-14,V2v,100000.0,0.39565936931050216,0.5976043911836044,0.16918407255313989,0.34450875117588203,0.42891613760317343,0.4622275571036124
NSD,Model B (Qwen3),features/visual-blocks-14,V3v,100000.0,0.39333456852313986,0.624422329535621,0.16088752949615548,0.3677103506828588,0.42444141537443836,0.404686126391095
NSD,Model B (Qwen3),features/visual-blocks-14,hV4,100000.0,0.35641599873802443,0.6079737935539586,0.13054519574607898,0.3401719930095434,0.3566640703933311,0.3559828773814845
NSD,Model B (Qwen3),features/visual-blocks-14,FFA-1,100000.0,0.3620041966514724,0.6526387860068893,0.13520909525875324,0.3907054289148604,0.5707584257305939,0.518586566412211
NSD,Model B (Qwen3),features/visual-blocks-14,VWFA-1,100000.0,0.29450319246647055,0.5161063128752854,0.09065074338656443,0.24445443448938586,0.45003189485363165,0.2611326279745824
NSD,Model B (Qwen3),features/visual-blocks-14,PPA,100000.0,0.43076199083580474,0.762499383490832,0.18494038057456538,0.5381097964457654,0.46675177437455706,0.5268980039377172
NSD,Model B (Qwen3),features/visual-blocks-14,OPA,100000.0,0.35654674872830483,0.6326825825513722,0.1306668923072705,0.37560074844303454,0.4451474747635852,0.3316366446828581
NSD,Model B (Qwen3),features/visual-blocks-14,EBA,100000.0,0.4119128076865003,0.63716589023296,0.17515687746574551,0.3734403434631795,0.6287249517286219,0.5480299022606148
NSD,Model B (Qwen3),features/visual-blocks-18,V1v,100000.0,0.43230918216467334,0.6273834611925361,0.20079063289456806,0.38835245217725106,0.4811022033677812,0.4907368181493522
NSD,Model B (Qwen3),features/visual-blocks-18,V2v,100000.0,0.3909593611856072,0.5903394100205585,0.16580130070984747,0.3373759064814866,0.4253162629434379,0.4581877094183443
NSD,Model B (Qwen3),features/visual-blocks-18,V3v,100000.0,0.39254560825986434,0.6239064105830924,0.16184175441539356,0.37110229088502783,0.4309076576781869,0.40679417462032713
NSD,Model B (Qwen3),features/visual-blocks-18,hV4,100000.0,0.3602786154083747,0.6142190861793785,0.13522031531673387,0.3511266752926825,0.3645500653407877,0.35388655754949594
NSD,Model B (Qwen3),features/visual-blocks-18,FFA-1,100000.0,0.3810421133414206,0.6893622054733374,0.15493806244609962,0.45205458508600926,0.6060446839120083,0.5474487718136588
NSD,Model B (Qwen3),features/visual-blocks-18,VWFA-1,100000.0,0.3299177440376545,0.5799825260825695,0.1148164767954207,0.31751296895885384,0.49801490784780394,0.3009681177392373
NSD,Model B (Qwen3),features/visual-blocks-18,PPA,100000.0,0.45338341969743895,0.8046476308129762,0.20790899219395367,0.6091102586791735,0.4875657518808606,0.5618705542669109
NSD,Model B (Qwen3),features/visual-blocks-18,OPA,100000.0,0.3823276658230563,0.6818849351913501,0.15038626130234797,0.4410440505151691,0.4782308495515117,0.35744846902802735
NSD,Model B (Qwen3),features/visual-blocks-18,EBA,100000.0,0.45982185605852344,0.7167379438644876,0.22243548287091788,0.48673488841691065,0.6908817933419207,0.625265194142051
NSD,Model B (Qwen3),features/visual-blocks-2,V1v,100000.0,0.5199368128192429,0.7617868245441486,0.28363834293435475,0.5667000200590774,0.5611236143209875,0.5473437351907925
NSD,Model B (Qwen3),features/visual-blocks-2,V2v,100000.0,0.44724493219760664,0.679879771236991,0.2103323802819319,0.4394269362716324,0.46614876060720256,0.5038535712730119
NSD,Model B (Qwen3),features/visual-blocks-2,V3v,100000.0,0.4132838634600391,0.6549653130438616,0.17181678919107737,0.3923776925813625,0.40283152354742924,0.39681429417123687
NSD,Model B (Qwen3),features/visual-blocks-2,hV4,100000.0,0.3521720355110551,0.6050443318822483,0.12504724594906333,0.33458306990773123,0.3161508333403846,0.3306403781346092
NSD,Model B (Qwen3),features/visual-blocks-2,FFA-1,100000.0,0.25729076477723917,0.46737558477974395,0.0634287818450273,0.1857125707150223,0.2603039744192096,0.2319675780537453
NSD,Model B (Qwen3),features/visual-blocks-2,VWFA-1,100000.0,0.2204468458882672,0.3869494692884695,0.04787002448070254,0.12693952127571484,0.2247071779406201,0.1339395945905538
NSD,Model B (Qwen3),features/visual-blocks-2,PPA,100000.0,0.37459771633505523,0.6639438302308439,0.13862123398685827,0.4052652633730328,0.34283502640781705,0.40621485831097126
NSD,Model B (Qwen3),features/visual-blocks-2,OPA,100000.0,0.31000433323389404,0.5500461728227135,0.09659742302747949,0.27649049762161443,0.32096869879450496,0.24340630004622216
NSD,Model B (Qwen3),features/visual-blocks-2,EBA,100000.0,0.29431339972972226,0.45757538960807154,0.08250646133669894,0.17548331278463503,0.3154690112644779,0.2567154578140853
NSD,Model B (Qwen3),features/visual-blocks-22,V1v,100000.0,0.4231615194251222,0.6136948354733359,0.18878930505303873,0.3653676909614881,0.45574938389498215,0.48602830640392714
NSD,Model B (Qwen3),features/visual-blocks-22,V2v,100000.0,0.3946399970618702,0.5957948808593639,0.16536829271311,0.33895379745475834,0.4183154627698323,0.4661806803868924
NSD,Model B (Qwen3),features/visual-blocks-22,V3v,100000.0,0.4005397400704101,0.6379091555802333,0.1656298540593342,0.3848046087525099,0.4318185474085394,0.4149071715010864
NSD,Model B (Qwen3),features/visual-blocks-22,hV4,100000.0,0.36879822843829624,0.6284568546041577,0.14021405515164284,0.36552308702464853,0.3817151716629829,0.36058685585482325
NSD,Model B (Qwen3),features/visual-blocks-22,FFA-1,100000.0,0.396209698796745,0.7183624967942789,0.16697434362658584,0.4915831332274877,0.617267317191957,0.5776263895802257
NSD,Model B (Qwen3),features/visual-blocks-22,VWFA-1,100000.0,0.34624381335224375,0.6111017945417273,0.1256475501240017,0.3545394789816638,0.5030659581053435,0.31037613149343174
NSD,Model B (Qwen3),features/visual-blocks-22,PPA,100000.0,0.4661581637008622,0.8305562985227761,0.2202743266633791,0.6526913595776426,0.49671325277489614,0.5677233860517632
NSD,Model B (Qwen3),features/visual-blocks-22,OPA,100000.0,0.39641670340227375,0.7088253305383745,0.1614035140830002,0.4783755645143569,0.4852449948746758,0.3718385174084903
NSD,Model B (Qwen3),features/visual-blocks-22,EBA,100000.0,0.4760167011310721,0.7437749821828121,0.23860115422324424,0.5269547312992349,0.6973658980178512,0.6525963638927441
NSD,Model B (Qwen3),features/visual-blocks-6,V1v,100000.0,0.5367315440131694,0.786032013264847,0.3055171524388461,0.6091948208770197,0.6065485726613314,0.5861002811678204
NSD,Model B (Qwen3),features/visual-blocks-6,V2v,100000.0,0.4908877206006107,0.7467181610722347,0.2583497064821117,0.5424027105566845,0.5609393553386859,0.5913756324424337
NSD,Model B (Qwen3),features/visual-blocks-6,V3v,100000.0,0.4753906389716345,0.7564363812564623,0.23313372425545367,0.5418167792957315,0.5224433901454221,0.5112070067079013
NSD,Model B (Qwen3),features/visual-blocks-6,hV4,100000.0,0.42377705803006066,0.7275973353612208,0.1836459823813349,0.4934370820427347,0.4558143243475153,0.4461413201698755
NSD,Model B (Qwen3),features/visual-blocks-6,FFA-1,100000.0,0.35346296657744586,0.6415903254221844,0.1272179181811318,0.37745959481411595,0.4523831608838903,0.4499687943472311
NSD,Model B (Qwen3),features/visual-blocks-6,VWFA-1,100000.0,0.2951295376437849,0.5214390678392639,0.09004917960905025,0.25354447546243153,0.37233919755814876,0.2279775630831134
NSD,Model B (Qwen3),features/visual-blocks-6,PPA,100000.0,0.4439614959106929,0.7903715933360453,0.19907069035557085,0.5891446546186327,0.45532280219624466,0.5408434022408279
NSD,Model B (Qwen3),features/visual-blocks-6,OPA,100000.0,0.38473293712766404,0.6853995113805303,0.15182468147615175,0.4439771848569404,0.43503460548889605,0.3627398759109489
NSD,Model B (Qwen3),features/visual-blocks-6,EBA,100000.0,0.39963179315179254,0.623977697904507,0.16063537545338324,0.35409609946913495,0.49695814769225877,0.473496077467154
